Title;Artist;Year;Duo;Explicit;"Date Added"
Acapella;Kelis;2010;0;0;2011-05-31
Acapella;Karmin;2013;0;0;2013-09-18
Acapulco;"Luis Mariano";1956;0;0;2013-09-16
"Accidentally In Love";"Counting Crows";2004;0;0;2012-01-23
"According To You";Orianthi;2009;0;0;2011-05-30
"Ace In The Hole";"George Strait";1989;0;0;2012-06-28
"Ace Of Spades";Motörhead;1980;0;0;2013-09-10
"Achy Breaky Heart";"Billy Ray Cyrus";1992;0;0;2007-09-03
"Acid Queen";"Tina Turner";1978;0;0;2013-06-12
"Acropolis Adieu";"Mireille Mathieu";1971;0;0;2013-06-13
"Across The Nile";"Amy Macdonald";2012;0;0;2013-04-28
"Across The Universe";"Fiona Apple";1998;0;0;2011-10-08
"Across The Universe";"The Beatles";1969;0;0;2012-04-05
"Act Like A Man";"Neil Diamond";2008;0;0;2012-04-02
"Act Like You Know";"Fat Larry's Band";1982;0;0;2011-11-16
"Act Naturally";"Buck Owens";1963;0;0;2014-01-03
"Act Naturally";"The Beatles";1965;0;0;2014-05-15
"Actions Speak Louder Than Words";"Tara Kemp";1992;0;0;2013-12-07
Adagio;"Lara Fabian";1999;0;0;2011-10-19
Adagio;"Vincent Niclo";2012;0;0;2013-03-31
"Addams Groove";"MC Hammer";1992;0;0;2011-11-25
Addicted;"Kelly Clarkson";2005;0;0;2011-05-31
Addicted;"Simple Plan";2003;0;0;2011-06-03
"Addicted To Love";"Tina Turner";1988;0;0;2014-07-22
"Addicted To Love";"Robert Palmer";1985;0;0;2007-08-01
"Addicted To You";Avicii;2013;0;0;2013-11-28
Addictive;"Truth Hurts";2002;0;0;2013-12-03
Adia;"Sarah McLachlan";1997;0;0;2011-05-31
"Adieu Haïti";Raphaël;2008;0;0;2013-11-07
"Adios Amor";Sheila;1967;0;0;2013-07-23
"Admit It";"Esmée Denters";2009;0;0;2013-12-01
"Adore You";"Miley Cyrus";2013;0;0;2013-11-22
Adorn;Miguel;2012;0;0;2013-04-03
Adrienne;"The Calling";2002;0;0;2011-10-31
"Adulte et sexy";"Emmanuel Moire";2009;0;0;2011-06-28
"Advertising Space";"Robbie Williams";2005;0;0;2011-05-31
"Advice For The Young At Heart";"Tears For Fears";1990;0;0;2012-09-16
"Affair Of The Heart";"Rick Springfield";1983;0;0;2011-11-16
Affirmation;"Take That";2010;0;0;2011-05-30
Africa;Toto;1980;0;0;2007-07-06
Africa;"Rose Laurens";1982;0;0;2011-05-31
"African Child (Trapped In Me)";"Infant Sorrow";2010;0;0;2011-07-30
Afrodisiac;Brandy;2004;0;0;2013-07-08
Afscheid;"Glennis Grace";2011;0;0;2011-06-27
Afscheid;Volumia!;1998;0;0;2011-05-30
"Afscheid nemen bestaat niet";"Marco Borsato";2003;0;0;2011-12-22
"After All";"Peter Cetera";1989;1;0;2013-07-24
"After All";"Michael Bublé";2013;1;0;2013-07-01
"After All These Years";Journey;2008;0;0;2011-11-21
"After Closing Time";"David Houston";1970;1;0;2014-01-20
"After Midnight";Blink-182;2011;0;1;2013-06-02
"After Midnight";"Eric Clapton";1970;0;0;2011-10-04
"After The Dance";"Marvin Gaye";1976;0;0;2013-07-17
"After the Love Has Gone";"Earth, Wind & Fire";1979;0;0;2011-11-25
"After The Lovin'";"Engelbert Humperdinck";1976;0;0;2011-12-16
"After The Rain";Nelson;1991;0;0;2012-04-17
"After Tonight";"REO Speedwagon";1996;0;0;2012-03-31
"After Tonight";"Justin Nozuka";2007;0;0;2011-05-30
"After You've Gone";"Frank Sinatra";1984;0;0;2011-05-31
"After You've Gone";"1970s Standards";1976;0;0;2011-08-09
Afterglow;INXS;2005;0;0;2012-03-21
Afterlife;"Avenged Sevenfold";2008;0;1;2011-07-07
Aftermath;"Adam Lambert";2009;0;0;2011-05-31
"Afternoon Delight";"Starland Vocal Band";1976;0;0;2014-07-09
"Afternoons And Coffeespoons";"Crash Test Dummies";1993;0;0;2012-08-14
Agadoo;"Black Lace";1984;0;0;2011-05-31
Again;"Bruno Mars";2010;0;0;2011-12-10
Again;"Janet Jackson";1993;0;0;2012-02-22
"Again Again";"Lady GaGa";2008;0;0;2012-01-09
"Against All Odds (Take A Look At Me Now)";"Steve Brookstein";2004;0;0;2007-05-04
"Against All Odds (Take A Look At Me Now)";"Mariah Carey";2000;0;0;2013-07-30
"Against All Odds (Take A Look At Me Now)";"Phil Collins";1984;0;0;2007-07-23
"Against The Wind";"Bob Seger";1980;0;0;2011-10-28
"Agua De Beber";"Al Jarreau";1976;0;0;2011-05-31
"Agua De Beber";"Astrud Gilberto";1966;0;0;2011-05-31
"Agua Nueva";"Cristian Castro";1992;0;0;2012-06-28
"Aguas De Março";"Elis Regina";1974;1;0;2012-10-26
"Ah ! si j'étais riche";"Ivan Rebroff";1968;0;0;2013-06-10
"Ah Le tango corse";Fernandel;1940;0;0;2012-02-09
"Ah vous dirais-je maman";Comptine;1800;0;0;2008-06-26
"Ah vous dirais-je maman";"Mozart l'opéra rock";2009;0;0;2011-05-31
"Ah! les p'tites femmes de Paris";"Brigitte Bardot";1965;1;0;2012-05-07
"Ahab The Arab";"Ray Stevens";1962;0;0;2012-04-05
"Ai No Corrida";"Quincy Jones";1981;0;0;2014-05-26
"Ai se eu te pego";Nossa;2012;0;0;2012-12-19
"Ai se eu te pego";"Michel Teló";2011;0;0;2012-04-05
"Aikuinen Nainen";"Paula Koivuniemi";1997;0;0;2012-02-22
"Ailleurs Land";"Florent Pagny";2003;0;0;2011-05-30
Aimer;"Roméo et Juliette";2000;1;0;2011-05-31
"Aimer est plus fort que d'être aimé";"Daniel Balavoine";1985;0;0;2013-11-25
"Aimer jusqu'à l'impossible";"Tina Arena";2005;0;0;2011-05-31
"Aimer la vie";"Julio Iglesias";1978;0;0;2013-04-24
"Aimons-nous vivants";"François Valéry";1989;0;0;2012-09-14
"Ain't Back Yet";"Kenny Chesney";2010;0;0;2011-05-31
"Ain't Coming Home";Silvertide;2004;0;0;2012-08-23
"Ain't Going Down ('Til The Sun Comes Up)";"Garth Brooks";1993;0;0;2007-09-03
"Ain't Good Enough For You";"Bruce Springsteen";2010;0;0;2012-09-11
"Ain't It Funny";"Jennifer Lopez";2001;0;0;2011-05-31
"Ain't It Funny (Murder Remix)";"Jennifer Lopez";2001;0;0;2013-12-03
"Ain't Misbehavin'";"Ain't Misbehavin'";1929;0;0;2013-06-07
"Ain't No Mountain High Enough";"Michael McDonald";2003;0;0;2013-10-17
"Ain't No Mountain High Enough";"Sister Act";1993;0;0;2011-05-30
"Ain't No Mountain High Enough";"Marvin Gaye";1967;1;0;2007-05-04
"Ain't No Mountain High Enough";"Diana Ross";1970;0;0;2011-05-31
"Ain't No Stoppin' Us Now";"McFadden & Whitehead";1979;0;0;2011-05-31
"Ain't No Stoppin' Us Now (45 edit)";"McFadden & Whitehead";1979;0;0;2011-05-30
"Ain't No Sunshine";"Eva Cassidy";2007;0;0;2011-05-30
"Ain't No Sunshine";"Kris Allen";2009;0;0;2011-05-30
"Ain't No Sunshine";"Bill Withers";1971;0;0;2011-10-31
"Ain't No Sunshine";"Michael Bolton";1999;0;0;2012-09-25
"Ain't No Way";"Aretha Franklin";1968;0;0;2011-06-28
"Ain't No Woman (Like The One I've Got)";"The Four Tops";1973;0;0;2012-04-29
"Ain't Nobody";"LL Cool J";1997;0;0;2011-05-31
"Ain't Nobody";"Diana King";1995;0;0;2013-07-01
"Ain't Nobody";"Chaka Khan";1983;0;0;2011-05-31
"Ain't Nobody's Business";"Billie Holiday";1948;0;0;2011-10-20
"Ain't Nothin' Like";"Brad Paisley";2003;0;0;2012-06-01
"Ain't Nothin' Like The Real Thing";"Marvin Gaye";1968;1;0;2011-05-30
"Ain't Nuthin' But A She Thing";"Salt' N' Pepa";1995;0;0;2013-11-25
"Ain't Off To The Back";"Ben L'Oncle Soul";2010;0;0;2011-05-30
"Ain't That A Kick In The Head";"Dean Martin";1966;0;0;2008-01-23
"Ain't That A Shame";"Fats Domino";1956;0;0;2011-05-31
"Ain't That Peculiar";"Marvin Gaye";1965;0;0;2011-07-08
"Ain't Too Proud To Beg";"The Temptations";1966;0;0;2011-12-13
"Ain't Wastin' Good Whiskey On You";"Trick Pony";2006;0;0;2012-01-08
"Ain't What It Used To Be";"Megan Mullins";2006;0;0;2012-06-16
"Ainsi font, font, font";Comptine;1500;0;0;2008-06-26
"Ainsi soit je...";"Mylène Farmer";1988;0;0;2011-10-03
"Air Force Ones";Nelly;2002;0;1;2013-11-19
"Air Force Ones (Clean)";Nelly;2002;0;0;2013-11-20
Airplanes;B.o.B;2010;0;0;2011-05-30
"Airstream Song";"Miranda Lambert";2009;0;0;2011-05-30
"Al Que Me Siga";"Luis Miguel";2001;0;0;2011-05-31
"Alabama Song";"The Doors";1966;0;0;2011-05-31
"Alain (d'après Aline)";"Patrick Sébastien";2010;0;1;2014-04-07
Albany;"Roger Whittaker";1982;0;0;2011-11-09
"Albany (Deutsch version)";"Roger Whittaker";1982;0;0;2013-09-19
Albatross;"Corrosion Of Conformity";1994;0;0;2013-01-23
Alberta;"Eric Clapton";1992;0;0;2013-09-17
Alcohol;"Brad Paisley";2005;0;0;2011-09-14
Alegria;"Cirque du Soleil";1994;0;0;2012-05-21
Alejandro;"Lady GaGa";2009;0;0;2012-11-29
"Alejandro (Demo Version)";"Lady GaGa";2008;0;0;2011-05-30
Aléjate;"Josh Groban";2001;0;0;2011-05-31
"Alejate De Mi";Camila;2010;1;0;2011-11-21
"Alexander's Ragtime Band";"Children's Chorus";2005;0;0;2011-10-14
"Alexander's Ragtime Band";"The Andrews Sisters";1947;0;0;2012-01-05
"Alfonsina y el mar";"Mercedes Sosa";1969;0;0;2012-06-01
"Ali Baba";"Bézu et la Classe";1987;0;0;2013-04-04
Alien;"Britney Spears";2013;0;0;2014-02-05
Aliens;"Take That";2011;0;0;2013-07-22
Aline;Christophe;1965;0;0;2012-05-03
Alison;Ycare;2009;0;0;2014-04-22
Alive;"Pearl Jam";1993;0;0;2012-11-10
Alive;"P.O.D. (Payable On Death)";2001;0;0;2012-04-10
Alive;"Jennifer Lopez";2002;0;0;2012-06-13
Alive;Krewella;2013;0;0;2013-05-30
Alive;"Empire Of The Sun";2013;0;0;2013-06-04
Alive;Goldfrapp;2010;0;0;2011-07-07
"Alive And Kicking";"Simple Minds";1985;0;0;2011-12-16
"All 4 Love";"Color Me Badd";1991;0;0;2011-05-30
"All About Tonight";"Blake Shelton";2010;0;0;2011-06-08
"All About Tonight";"Pixie Lott";2011;0;0;2012-01-12
"All About Us";t.A.T.u.;2005;0;0;2013-07-01
"All About You";McFly;2005;0;0;2011-05-30
"All Along The Watchtower";"The Jimi Hendrix Experience";1968;0;0;2011-11-29
"All Around Me";Flyleaf;2007;0;0;2011-05-31
"All Around The World";"Lisa Stansfield";1989;0;0;2007-07-04
"All Around the World";Souljahz;2003;0;0;2013-11-20
"All Around The World";"Justin Bieber";2012;0;0;2012-06-23
"All At Once";"Whitney Houston";1986;0;0;2011-05-31
"All Because Of You";"Raymond Froggatt";2003;0;0;2013-10-26
"All By Myself";Glee;2011;0;0;2014-01-26
"All By Myself";"Eric Carmen";1975;0;0;2012-06-13
"All By Myself";"Céline Dion";1996;0;0;2007-05-31
"All By Myself";"Tom Jones";1997;0;0;2007-05-04
"All Cried Out";"Alison Moyet";1984;0;0;2011-05-31
"All Day And All Of The Night";"The Kinks";1964;0;0;2011-05-31
"All Downhill From Here";"New Found Glory";2004;0;0;2012-01-17
"All Dressed In Love";"Jennifer Hudson";2008;0;0;2011-07-09
"All Fired Up";"The Saturdays";2011;0;0;2011-10-03
"All Fired Up";"Pat Benatar";1988;0;0;2013-07-17
"All For Leyna";"Billy Joel";1980;0;0;2011-10-08
"All For Love";"Stevie Brock";2003;0;0;2013-11-20
"All For Love";"Lady Antebellum";2013;1;0;2013-07-01
"All For You";"Sister Hazel";1997;0;0;2012-02-07
"All For You";"Janet Jackson";2001;0;0;2011-12-10
"All Hail The Power Of Jesus' Name";Traditional;1793;0;0;2011-05-30
"All Hail The Power of Jesus' Name";"Gospel Singer";2005;0;0;2011-05-30
"All I Ask Of You";"The Phantom of the Opera";1986;0;0;2008-07-21
"All I Ask Of You";"Barbra Streisand";1988;0;0;2011-09-26
"All I Could Do Was Cry";"Etta James";1960;0;0;2011-05-30
"All I Do";"Stevie Wonder";1980;0;0;2014-05-09
"All I Do Is Dream Of You";"Michael Bublé";2009;0;0;2011-12-05
"All I Ever Need Is You";"Dottie West";1979;1;0;2013-10-08
"All I Ever Wanted";"Kelly Clarkson";2009;0;0;2011-05-31
"All I Ever Wanted";Basshunter;2008;0;0;2011-05-30
"All I Ever Wanted";"Chuck Wicks";2008;0;0;2011-10-31
"All I Have To Do Is Dream";"The Everly Brothers";1953;0;0;2011-05-31
"All I Have To Offer You Is Me";"Charley Pride";1969;0;0;2011-05-30
"All I Need";"Jack Wagner";1985;0;0;2012-03-05
"All I Need";"Within Temptation";2007;0;0;2011-05-30
"All I Need";"The Temptations";1967;0;0;2011-06-03
"All I Need";"Matchbox Twenty";2002;0;0;2011-06-01
"All I Really Want To Do";Cher;1965;0;0;2012-02-13
"All I See";"Christopher Williams";1992;0;0;2011-11-19
"All I Want";"Toad The Wet Sprocket";1992;0;0;2013-11-25
"All I Want";"A Day To Remember";2010;0;0;2013-05-12
"All I Want";Kodaline;2012;0;0;2013-06-03
"All I Want For Christmas Is A Real Good Tan";"Kenny Chesney";2003;0;0;2011-10-08
"All I Want For Christmas Is My Two Front Teeth";"Spike Jones";1948;0;0;2011-05-30
"All I Want For Christmas Is You";"Vince Vance & The Valiants";1993;0;0;2011-12-07
"All I Want For Christmas Is You";"Mariah Carey";1994;0;0;2007-10-19
"All I Want For Christmas Is You";Glee;2010;0;0;2013-12-19
"All I Want For Christmas Is You";"Lady Antebellum";2010;0;0;2012-10-11
"All I Want For Christmas Is You";"Justin Bieber";2011;1;0;2011-12-20
"All I Want For Christmas Is You";"Michael Bublé";2011;0;0;2011-11-16
"All I Want To Do";Sugarland;2008;0;0;2011-05-31
"All I've Got To Do";"The Beatles";1963;0;0;2011-05-30
"All In Love Is Fair";"Stevie Wonder";1973;0;0;2011-05-30
"All In The Suit That You Wear";"Stone Temple Pilots";2003;0;0;2011-11-09
"All Jacked Up";"Gretchen Wilson";2005;0;0;2011-05-30
"All Kinds Of Everything";"Dana Rosemary Scallon";1970;0;0;2013-03-31
"All Kinds Of Kinds";"Miranda Lambert";2013;0;0;2014-05-15
"All My Ex's Live in Texas";"George Strait";1987;0;0;2011-05-31
"All My Friends";"LCD Soundsystem";2007;0;0;2013-03-25
"All My Friends Say";"Luke Bryan";2007;0;0;2011-12-18
"All My Life";"K-Ci And JoJo";1998;0;0;2012-02-13
"All My Life";Krezip;2007;0;0;2011-05-30
"All My Lovin'";"Amy Winehouse";2004;0;0;2011-12-04
"All My Loving";"The Beatles";1963;0;0;2011-05-31
"All My Rowdy Friends (Have Settled Down)";"Hank Williams, Jr.";1981;0;0;2011-05-31
"All Night Long";"Lionel Richie";1983;0;0;2011-05-30
"All Night Long";"Mary Jane Girls";1983;0;0;2013-01-14
"All Night Long";"Demi Lovato";2011;0;0;2013-07-01
"All Night Long";"Alexandra Burke";2010;0;0;2011-05-30
"All Night Long";"Joe Walsh";1995;0;0;2011-05-30
"All Night Long (2011 Mix)";"Lionel Richie";2011;0;0;2012-09-12
"All Of Me";"John Legend";2013;0;0;2013-10-08
"All Of Me";"Ella Fitzgerald";1961;0;0;2013-06-07
"All Of Me";"Willie Nelson";1978;0;0;2012-08-12
"All Of Me";"Michael Bublé";1996;0;0;2012-03-26
"All Of Me";"Billie Holiday";1933;0;0;2007-05-07
"All Of Me (2009)";"Michael Bublé";2009;0;0;2011-11-09
"All Of Me (Tiësto Remix)";"John Legend";2014;0;0;2014-06-23
"All Of My Life";"The Carpenters";1970;0;0;2013-05-13
"All Of The Lights";"Kanye West";2011;0;0;2011-05-31
"All Of The Stars";"Ed Sheeran";2014;0;0;2014-07-07
"All Or Nothing";Joe;1995;0;0;2013-12-07
"All Or Nothing";"Small Faces";1966;0;0;2014-05-12
"All Or Nothing";O-Town;2001;0;0;2011-05-30
"All Or Nothing";Cher;1999;0;0;2012-02-13
"All Or Nothing At All";"Frank Sinatra";1966;0;0;2012-07-26
"All Out Of Love";"Air Supply";1980;0;0;2011-05-31
"All Over Again";"The Mavericks";2013;0;0;2013-07-26
"All Over Me";"Blake Shelton";2001;0;0;2012-06-06
"All Over The Road";"Easton Corbin";2013;0;0;2013-08-10
"All Over The World";"Electric Light Orchestra";1980;0;0;2014-04-29
"All Right Now";Free;1970;0;0;2011-05-30
"All Rise";Blue;2001;0;0;2011-05-30
"All Shook Up";"Elvis Presley";1957;0;0;2011-09-19
"All Shook Up (live)";"Elvis Presley";1970;0;0;2011-05-31
"All Star";"Smash Mouth";1999;0;0;2007-06-12
"All Summer Long";"The Beach Boys";1965;0;0;2012-03-05
"All Summer Long";"Kid Rock";2008;0;0;2008-08-18
"All That Heaven Will Allow";"The Mavericks";1994;0;0;2013-04-22
"All That I Can Say";"Mary J. Blige";1999;0;0;2012-01-22
"All That I Want";"Robbie Williams";2012;0;0;2013-01-04
"All That I've Got";"The Used";2005;0;0;2011-05-30
"All That Jazz";"Liza Minnelli";1975;0;0;2011-05-31
"All That Jazz";"Children's Chorus";2002;0;0;2011-11-09
"All That Jazz";"Catherine Zeta Jones";2003;0;0;2007-05-04
"All That Jazz";"Ella Fitzgerald";1989;0;0;2012-06-28
"All That She Wants";"Ace Of Base";1993;0;0;2011-05-31
"All That's Left";Thrice;2003;0;0;2011-11-16
"All The Answers";"Ilse DeLange";2000;0;0;2013-02-20
"All The Gold In California";"Gatlin Brothers";1979;0;0;2014-06-25
"All The Love";"The Outfield";1986;0;0;2013-06-12
"All The Lovers";"Kylie Minogue";2010;0;0;2011-05-30
"All The Man That I Need";"Whitney Houston";1990;0;0;2012-02-20
"All The Places (I Will Kiss You)";"Aaron Hall";1998;0;0;2013-12-07
"All The Right Moves";OneRepublic;2009;0;0;2011-05-30
"All The Roads";"Hank Williams, Jr.";2009;0;0;2011-05-31
"All The Small Things";Blink-182;1996;0;0;2011-05-31
"All The Things (Your Man Won't Do)";Joe;1994;0;0;2011-11-01
"All The Things She Said";t.A.T.u.;2002;0;0;2007-05-04
"All The Things You Are";"1930s Standards";1939;0;0;2011-05-31
"All The Things You Are";"Ella Fitzgerald";1961;0;0;2013-10-04
"All The Times I Cried";"Sharleen Spiteri";2008;0;0;2011-09-19
"All The Way";"Céline Dion";1999;1;0;2011-10-28
"All The Way";"Frank Sinatra";1957;0;0;2011-05-31
"All The Way";"Billie Holiday";1945;0;0;2007-09-12
"All The Way To Heaven";"Jody Watley";1992;0;0;2013-07-03
"All This Love";DeBarge;1982;0;0;2013-10-09
"All This Time";"Maria Mena";2008;0;0;2011-05-31
"All Through The Night";"Christmas Carol";1784;0;0;2011-05-30
"All Time Love";"Will Young";2006;0;0;2011-05-30
"All Time Low";"The Wanted";2010;0;0;2011-05-31
"All Together Now";"The Beatles";1969;0;0;2011-05-31
"All Together Now";"The Farm";1991;0;0;2012-02-07
"All Too Well";"Taylor Swift";2012;0;0;2012-12-10
"All We Are";Sugarland;2010;0;0;2011-05-31
"All We Ever Find";"Tim McGraw";2002;0;0;2012-04-10
"All We'd Ever Need";"Lady Antebellum";2008;0;0;2011-05-30
"All Woman";"Lisa Stansfield";1991;0;0;2011-12-01
"All You Ever Do Is Bring Me Down";"The Mavericks";1995;0;0;2011-05-31
"All You Got";Tait;2003;0;0;2011-12-26
"All You Need Is Love";"The Beatles";1967;0;0;2008-08-21
"All You Wanted";"Michelle Branch";2001;0;0;2007-07-31
"All Your Life";"The Band Perry";2011;0;0;2011-09-19
"All'improvviso Amore";"Josh Groban";2003;0;0;2013-08-30
"All-American Boy";"Steve Grand";2013;0;0;2013-08-26
"All-American Girl";"Carrie Underwood";2007;0;0;2008-05-29
"All-American Prophet";"The Book Of Mormon";2011;0;0;2013-07-25
"Allegheny Moon";"Patti Page";1956;0;0;2011-06-28
Allentown;"Billy Joel";1982;0;0;2014-05-09
"Alles is liefde";Blof;2007;0;0;2013-11-22
"Alles is liefde (akoestisch)";Blof;2007;0;0;2011-12-01
"Alles kommt zurück";"Roger Cicero";2011;0;0;2012-09-12
"Alles Nur Geklaut";"Die Prinzen";1994;0;0;2012-11-08
"Alles Rot";Silly;2010;0;0;2011-11-09
"Alley Oop";"The Hollywood Argyles";1958;0;0;2011-12-18
"Allô Maman bobo";"Alain Souchon";1977;0;0;2011-05-31
"Allo, allo monsieur l'ordinateur";Dorothée;1985;0;0;2011-05-31
"Allumer le feu";"Johnny Hallyday";1998;0;0;2011-05-30
"Allumer le feu (Stade de France 2009)";"Johnny Hallyday";2009;0;0;2011-09-19
"Almost Home";"Mariah Carey";2013;0;0;2013-04-24
"Almost Is Never Enough";"Ariana Grande";2013;1;0;2013-10-16
"Almost Jamaica";"The Bellamy Brothers";1998;0;0;2013-01-10
"Almost Like Being In Love";"Natalie Cole";1991;0;0;2011-10-08
"Almost Like Being In Love";"Frank Sinatra";1943;0;0;2011-12-06
"Almost Lover";"A Fine Frenzy";2007;0;0;2008-07-17
"Almost Persuaded";"David Houston";1966;0;0;2012-02-07
"Aloha Oe (Farewell to Thee)";"Andy Williams";1959;0;0;2011-07-20
Alone;"Holly Williams";2009;0;0;2012-03-26
Alone;"Céline Dion";2007;0;0;2011-05-31
Alone;Heart;1987;0;0;2007-11-23
Alone;"Kelly Clarkson";2011;0;0;2013-07-01
Alone;Glee;2009;1;0;2011-05-30
"Alone Again";"Alyssa Reid";2011;0;0;2012-03-20
"Alone Again (Naturally)";"Gilbert O'Sullivan";1975;0;0;2011-05-31
"Alone I Break";Korn;2002;0;1;2013-04-16
"Alone In The Universe";"David Usher";2002;0;0;2013-01-15
"Alone With You";"Tevin Campbell";1992;0;0;2011-07-09
"Alone With You";"Jake Owen";2011;0;0;2013-03-08
"Along Came Bialy";"The Producers";2001;0;0;2013-11-29
"Along Came Jones";"Ray Stevens";1969;0;0;2011-11-19
"Alors d'accord";"Le Roi Soleil";2005;0;0;2012-11-28
"Alors regarde (Live)";"Patrick Bruel";2001;0;0;2014-06-25
"Alors, regarde";"Patrick Bruel";1989;0;0;2013-12-09
"Alphabet Song";"Nursery Rhyme";1806;0;0;2008-06-26
Alphonse;"Lynda Lemay";1999;0;0;2011-09-19
"Already Gone";"Kelly Clarkson";2009;0;0;2011-05-30
"Already Gone";Sugarland;2008;0;0;2011-05-30
"Already Gone (Acoustic)";"Kelly Clarkson";2009;0;0;2011-05-31
"Already Home";"A Great Big World";2014;0;0;2014-03-26
Alright;"Darius Rucker";2009;0;0;2011-05-30
Alright;Supergrass;1995;0;0;2012-02-22
"Alright, Okay, You Win";"Diana Krall";2002;1;0;2013-07-22
"Als alle lichten zijn gedoofd";"Marco Borsato";2004;0;0;2014-03-26
"Als de liefde niet bestond";"Toon Hermans";2000;0;0;2012-11-12
"Als de morgen is gekomen";"Jan Smit";2006;0;0;2011-05-30
"Als de nacht geen droom meer over heeft";"Django Wagner";2012;0;0;2013-03-31
"Als de nacht verdwijnt";"Jan Smit";2003;0;0;2011-05-30
"Als de zon schijnt";"André van Duin";1982;0;0;2014-04-24
"Als er nooit meer een morgen";"Marco Borsato";2004;0;0;2013-03-26
"Als ik haar zie";"René Schuurmans";2004;0;0;2013-04-03
"Als ik jou zie";"René Froger";2010;0;0;2011-11-25
"Als je alles weet";"André Hazes";1988;0;0;2013-03-29
"Als je lacht";"Jan Smit";2007;0;0;2011-05-30
"Als jij niet kiezen kan";"Django Wagner";2012;0;0;2012-09-17
"Als men een drankje naar jou zou vernoemen";"Willem Barth";2010;0;0;2013-04-18
"Als mijn gevoel zegt";"Wesley Klein";2013;0;0;2013-06-06
"Als wär's das erste Mal";Unheilig;2014;0;0;2014-05-05
"Als ze er niet is";"De Dijk";1994;0;0;2012-03-15
"Altijd heb ik je lief";Clouseau;1992;0;0;2013-02-19
"Altijd te laat naar bed";"Frans Duijts";2010;0;0;2013-04-18
Always;Saliva;2002;0;0;2011-10-31
Always;"Harry Nilsson";1972;0;0;2012-06-23
Always;"Atlantic Starr";1987;0;0;2013-07-24
"Always Be My Baby";"David Cook";2008;0;0;2011-05-30
"Always Be My Baby";"Mariah Carey";1995;0;0;2011-05-31
"Always Be Your Girl";"Céline Dion";2013;0;0;2014-01-18
"Always Have, Always Will";"Ace Of Base";1998;0;0;2013-07-01
"Always Look On The Bright Side Of Life";"Monty Python";1979;0;0;2012-03-05
"Always On My Mind";"Pet Shop Boys";1988;0;0;2011-05-30
"Always On My Mind";"Michael Bublé";2007;0;0;2007-12-26
"Always On My Mind";"Dick Brave & The Backbeats";2011;0;0;2012-05-25
"Always On My Mind";"Willie Nelson";1982;0;0;2012-07-03
"Always On The Run";"Lenny Kravitz";1991;0;0;2013-07-15
"Always Right Behind You";"The Zutons";2008;0;0;2011-10-17
"Always The Last To Know";"Del Amitri";1992;0;0;2011-11-19
"Always The Love Songs";"Eli Young Band";2008;0;0;2011-05-31
"Always There";Incognito;1991;0;0;2013-07-01
"Always Tomorrow";"Gloria Estefan";1992;0;0;2014-05-13
"Alyssa Lies";"Jason Michael Carroll";2006;0;0;2011-05-31
"Am I Ever Gonna See Your Face Again";"The Angels";1976;0;0;2014-01-17
"Am I Losing You";"Jim Reeves";1960;0;0;2011-05-30
